="18:09:44.793.613.400 005.689ms",="Tx",="11 00 2A 02 00 02 10 00 ",="..* .....",="",="",=""
="18:09:44.793.699.400 086.000us",="Tx",="00 00 07 36 0C FF 00 00 ",="...6....",="",="",=""
="18:09:44.793.785.400 086.000us",="Tx",="EA 60 00 00 00 37 00 00 ",=".`...7..",="",="",=""
="18:09:44.793.871.340 085.940us",="Tx",="00 00 FF FF FF 40 BF 62 ",=".....@.b",="",="",=""
="18:09:44.793.957.340 086.000us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:09:44.794.043.360 086.020us",="Tx",="00 00 3A 0C 0C 1D B2 ",="..:....",="",="",=""
="18:10:15.245.027.800 004.704ms",="Tx",="11 00 2A 21 00 21 10 00 ",="..* !.!..",="",="",=""
="18:10:15.245.113.780 085.980us",="Tx",="00 00 07 37 0C FF 00 00 ",="...7....",="",="",=""
="18:10:15.245.199.760 085.980us",="Tx",="EA 60 00 00 00 37 00 00 ",=".`...7..",="",="",=""
="18:10:15.245.285.740 085.980us",="Tx",="00 00 FF FF FF 40 BF 62 ",=".....@.b",="",="",=""
="18:10:15.245.371.740 086.000us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:10:15.245.457.740 086.000us",="Tx",="00 00 3A 0C 0C A7 4B ",="..:...K",="",="",=""
="18:10:45.703.088.360 005.255ms",="Tx",="11 00 2A 40 00 40 10 00 ",="..* @.@..",="",="",=""
="18:10:45.703.174.360 086.000us",="Tx",="00 00 07 38 0C FF 00 00 ",="...8....",="",="",=""
="18:10:45.703.260.380 086.020us (Feb-26-2024)",="Tx",="EA 60 00 00 00 38 00 00 ",=".`...8..",="",="",=""
="18:10:45.703.346.320 085.940us",="Tx",="00 36 3F 0A C6 40 C1 A6 ",=".6?..@..",="",="",=""
="18:10:45.703.432.300 085.980us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:10:45.703.518.300 086.000us",="Tx",="00 00 3A 0D 0C 42 3E ",="..:..B>",="",="",=""
="18:11:16.162.470.900 005.255ms",="Tx",="11 00 2A 5F 00 5F 10 00 ",="..* _._..",="",="",=""
="18:11:16.162.556.940 086.040us",="Tx",="00 00 07 39 0C FF 00 00 ",="...9....",="",="",=""
="18:11:16.162.642.980 086.040us",="Tx",="EA 60 00 00 00 38 00 00 ",=".`...8..",="",="",=""
="18:11:16.162.729.000 086.020us",="Tx",="00 36 3F 0A C6 40 C1 A6 ",=".6?..@..",="",="",=""
="18:11:16.162.815.040 086.040us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:11:16.162.901.080 086.040us",="Tx",="00 00 3A 0D 0C F3 F5 ",="..:....",="",="",=""
="18:11:46.620.344.920 005.016ms",="Tx",="11 00 2A 7E 00 7E 10 00 ",="..* ~.~..",="",="",=""
="18:11:46.620.430.940 086.020us",="Tx",="00 00 07 3A 0C FF 00 00 ",="...:....",="",="",=""
="18:11:46.620.516.940 086.000us",="Tx",="EA 60 00 00 00 39 00 00 ",=".`...9..",="",="",=""
="18:11:46.620.602.940 086.000us",="Tx",="00 70 3F 0A 88 40 C3 27 ",=".p?..@.''",="",="",=""
="18:11:46.620.688.980 086.040us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:11:46.620.775.060 086.080us",="Tx",="00 00 3A 0D 0C FA D3 ",="..:....",="",="",=""
="18:12:17.078.128.300 004.577ms",="Tx",="11 00 2A 9D 00 9D 10 00 ",="..* .....",="",="",=""
="18:12:17.078.214.320 086.020us (Feb-26-2024)",="Tx",="00 00 07 3B 0C FF 00 00 ",="...;....",="",="",=""
="18:12:17.078.300.360 086.040us",="Tx",="EA 60 00 00 00 39 00 00 ",=".`...9..",="",="",=""
="18:12:17.078.386.360 086.000us",="Tx",="00 70 3F 0A 88 40 C3 27 ",=".p?..@.''",="",="",=""
="18:12:17.078.472.380 086.020us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
